city,district,feeder,outage_count,high_impact_count,avg_duration_min,max_duration_min,total_affected_customer,total_ens_kwh,force_majeure_count,risk_score
Eskişehir,Alpu,ESK-ALP-FDR-005,4,2,249.75,558,5185,31438.02,0,37.58
Ankara,Polatlı,ANK-POL-FDR-053,6,5,310.5,707,4735,19560.65,0,37.57
Ankara,Keçiören,ANK-KEÇ-FDR-049,6,4,123.83,361,9576,14333.44,0,37.53
Konya,Beyşehir,KON-BEY-FDR-013,4,3,281.5,573,4139,30531.07,0,37.49
Ankara,Yenimahalle,ANK-YEN-FDR-055,5,4,124.0,213,10510,10963.34,0,37.47
Ankara,Polatlı,ANK-POL-FDR-025,4,1,16.25,19,15956,5145.28,0,37.47
Kayseri,Bünyan,KAY-BÜN-FDR-019,4,2,129.0,284,7040,31032.1,0,37.47
Sivas,Gemerek,SIV-GEM-FDR-009,8,5,178.0,575,7161,16608.53,0,37.47
Ankara,Gölbaşı,ANK-GÖL-FDR-016,6,5,183.33,396,6131,21341.24,1,37.43
Konya,Karatay,KON-KAR-FDR-029,5,4,144.2,251,7238,22657.6,0,37.38
Ankara,Mamak,ANK-MAM-FDR-043,4,4,202.25,377,7074,20284.78,0,37.36
Sivas,Suşehri,SIV-SUS-FDR-046,9,6,137.0,400,7526,13862.47,0,37.34
Ankara,Mamak,ANK-MAM-FDR-053,4,3,90.75,238,11415,12576.82,0,37.34
Sivas,Kangal,SIV-KAN-FDR-040,3,3,187.33,244,7451,23091.8,0,37.32
Eskişehir,Beylikova,ESK-BEY-FDR-052,4,4,375.5,640,3986,22165.47,0,37.32
Kayseri,Bünyan,KAY-BÜN-FDR-022,5,3,76.2,221,11502,12468.88,0,37.27
Sivas,Suşehri,SIV-SUS-FDR-057,3,3,243.33,323,7205,20550.11,0,37.23
Kayseri,Develi,KAY-DEV-FDR-039,4,2,93.75,180,10944,17062.32,0,37.23
Sivas,Suşehri,SIV-SUS-FDR-032,5,4,99.6,225,11307,8711.86,0,37.21
Sivas,Şarkışla,SIV-SAR-FDR-022,6,4,154.67,358,6840,22766.54,0,37.2
Sivas,Kangal,SIV-KAN-FDR-054,7,5,162.0,361,7273,17089.31,0,37.2
Eskişehir,Beylikova,ESK-BEY-FDR-034,5,3,210.2,751,4284,33135.37,0,37.19
Sivas,Gürün,SIV-GÜR-FDR-004,6,5,159.17,369,9645,8161.78,0,37.15
Kayseri,Yahyalı,KAY-YAH-FDR-025,6,6,249.17,480,4599,19920.6,0,37.13
Kayseri,Talas,KAY-TAL-FDR-040,2,2,370.5,416,4976,25045.46,0,37.09
Konya,Ilgın,KON-ILG-FDR-050,8,4,139.75,461,8332,16422.49,0,37.07
Eskişehir,Çifteler,ESK-ÇIF-FDR-035,6,2,82.67,184,8131,27626.42,0,37.06
Sivas,Gürün,SIV-GÜR-FDR-027,4,4,286.25,466,4682,24170.01,0,37.04
Eskişehir,Alpu,ESK-ALP-FDR-045,5,4,245.0,404,5715,21893.51,0,36.98
Kayseri,Kocasinan,KAY-KOC-FDR-044,6,3,169.83,511,8587,17338.86,0,36.94
Ankara,Keçiören,ANK-KEÇ-FDR-032,7,6,111.14,187,8373,12192.09,0,36.93
Eskişehir,Odunpazarı,ESK-ODU-FDR-003,7,5,204.29,555,5901,19416.47,0,36.89
Konya,Ereğli,KON-ERE-FDR-051,9,7,173.44,342,5530,15722.42,0,36.87
Konya,Ilgın,KON-ILG-FDR-018,4,4,281.25,464,5697,20042.57,0,36.85
Kayseri,Develi,KAY-DEV-FDR-054,6,5,177.17,339,7003,16972.26,0,36.81
Eskişehir,Çifteler,ESK-ÇIF-FDR-023,7,4,225.86,552,7577,14244.99,0,36.8
Sivas,Gürün,SIV-GÜR-FDR-013,7,5,167.29,396,7987,13080.44,0,36.78
Ankara,Sincan,ANK-SIN-FDR-028,5,5,358.4,857,4278,17399.31,0,36.76
Eskişehir,Mihalıççık,ESK-MIH-FDR-008,8,5,163.62,323,5940,20907.9,0,36.74
Sivas,Divriği,SIV-DIV-FDR-045,5,3,164.0,423,5246,31134.1,0,36.73
Ankara,Pursaklar,ANK-PUR-FDR-041,7,6,117.29,320,8802,9689.04,0,36.72
Eskişehir,Tepebaşı,ESK-TEP-FDR-037,6,5,169.67,563,8635,10691.38,0,36.71
Kayseri,Yeşilhisar,KAY-YES-FDR-024,7,4,149.86,464,8322,15649.21,0,36.71
Konya,Akşehir,KON-AKS-FDR-019,3,2,171.33,232,7915,23944.6,0,36.69
Eskişehir,İnönü,ESK-INÖ-FDR-008,6,5,233.83,576,5666,18594.97,0,36.64
Eskişehir,Alpu,ESK-ALP-FDR-037,7,5,200.29,522,6682,15994.78,0,36.62
Kayseri,Bünyan,KAY-BÜN-FDR-040,5,5,136.4,242,8344,14140.29,0,36.6
Konya,Ereğli,KON-ERE-FDR-039,7,4,77.86,149,10167,12319.89,0,36.58
Konya,Karatay,KON-KAR-FDR-010,4,3,113.75,264,9964,15430.55,0,36.56
Ankara,Mamak,ANK-MAM-FDR-051,6,4,108.0,231,8624,17103.56,0,36.54
Kayseri,Bünyan,KAY-BÜN-FDR-039,5,3,98.6,202,9478,17675.06,0,36.5
Eskişehir,Mahmudiye,ESK-MAH-FDR-035,3,2,221.0,348,5559,29970.3,0,36.48
Konya,Karatay,KON-KAR-FDR-045,2,1,108.5,138,8412,28806.65,0,36.48
Eskişehir,Seyitgazi,ESK-SEY-FDR-003,6,2,83.83,230,7877,27374.51,0,36.46
Konya,Meram,KON-MER-FDR-047,7,4,147.43,365,8214,15616.5,0,36.41
Konya,Selçuklu,KON-SEL-FDR-017,6,6,210.0,294,5452,17399.72,0,36.4
Eskişehir,Sivrihisar,ESK-SIV-FDR-060,7,4,90.57,179,9372,14282.48,0,36.35
Konya,Meram,KON-MER-FDR-043,6,4,239.67,403,5763,20219.98,0,36.33
Sivas,Divriği,SIV-DIV-FDR-052,8,7,166.5,362,7412,8022.33,0,36.33
Konya,Ereğli,KON-ERE-FDR-030,6,5,226.83,355,4992,21055.64,0,36.32
Eskişehir,Mahmudiye,ESK-MAH-FDR-038,4,3,235.25,366,8534,13336.94,0,36.29
Ankara,Sincan,ANK-SIN-FDR-037,4,4,147.25,228,6744,22686.81,0,36.25
Kayseri,Kocasinan,KAY-KOC-FDR-018,8,4,221.12,750,5836,19875.86,0,36.24
Sivas,Zara,SIV-ZAR-FDR-034,4,3,226.75,392,6301,22623.77,0,36.22
Konya,Kulu,KON-KUL-FDR-022,7,5,147.14,243,7943,13328.23,0,36.21
Konya,Cihanbeyli,KON-CIH-FDR-054,3,3,374.33,548,5501,17392.57,0,36.18
Ankara,Altındağ,ANK-ALT-FDR-020,7,4,170.86,314,7398,17020.99,0,36.18
Kayseri,Yeşilhisar,KAY-YES-FDR-054,3,2,167.33,351,9324,17395.86,0,36.12
Sivas,Gürün,SIV-GÜR-FDR-059,5,4,244.2,379,4899,23465.5,1,36.11
Eskişehir,Çifteler,ESK-ÇIF-FDR-029,7,6,324.71,566,3643,16633.11,0,36.09
Eskişehir,Beylikova,ESK-BEY-FDR-007,7,4,161.29,389,7006,18958.39,0,36.08
Sivas,Kangal,SIV-KAN-FDR-013,4,4,187.75,352,9039,10726.6,0,36.07
Kayseri,Develi,KAY-DEV-FDR-015,4,3,243.75,488,6979,18579.09,0,36.06
Konya,Ereğli,KON-ERE-FDR-041,8,7,237.75,628,4086,16518.29,0,36.06
Eskişehir,Tepebaşı,ESK-TEP-FDR-035,6,3,221.33,582,6029,22710.38,0,36.05
Ankara,Keçiören,ANK-KEÇ-FDR-042,4,2,228.5,429,4942,30620.79,0,36.05
Kayseri,Yeşilhisar,KAY-YES-FDR-018,6,4,135.67,237,7626,18424.2,0,36.03
Kayseri,İncesu,KAY-INC-FDR-052,3,3,382.67,1031,6413,12886.85,0,36.0
Sivas,Gürün,SIV-GÜR-FDR-048,5,5,246.4,410,4526,21600.34,0,35.99
Konya,Ilgın,KON-ILG-FDR-019,4,3,267.75,494,4503,26907.82,0,35.99
Kayseri,Melikgazi,KAY-MEL-FDR-008,4,3,63.75,171,11746,10160.63,0,35.98
Eskişehir,Sivrihisar,ESK-SIV-FDR-034,6,5,158.33,368,7072,16115.06,0,35.95
Konya,Karatay,KON-KAR-FDR-055,4,2,168.75,306,8642,19208.29,0,35.95
Eskişehir,Sivrihisar,ESK-SIV-FDR-055,6,5,206.5,527,5908,17820.25,0,35.92
Konya,Akşehir,KON-AKS-FDR-002,7,4,104.29,227,7657,19460.32,0,35.92
Konya,Seydişehir,KON-SEY-FDR-010,5,4,202.2,251,6679,18429.32,0,35.89
Sivas,Kangal,SIV-KAN-FDR-056,2,2,26.5,46,15091,2805.27,0,35.88
Sivas,Suşehri,SIV-SUS-FDR-017,5,4,316.4,575,5351,16856.97,0,35.87
Ankara,Altındağ,ANK-ALT-FDR-005,7,5,142.71,430,9052,8466.85,0,35.87
Ankara,Altındağ,ANK-ALT-FDR-014,4,4,155.75,183,7135,19793.43,0,35.84
Eskişehir,Odunpazarı,ESK-ODU-FDR-006,7,6,155.29,410,7732,9918.3,0,35.83
Ankara,Pursaklar,ANK-PUR-FDR-024,3,3,204.33,213,6717,21970.55,0,35.8
Eskişehir,Odunpazarı,ESK-ODU-FDR-021,4,2,319.0,617,3289,31306.95,0,35.8
Konya,Beyşehir,KON-BEY-FDR-018,5,2,181.8,355,5596,29782.82,0,35.79
Eskişehir,Çifteler,ESK-ÇIF-FDR-048,5,3,96.0,341,8390,20744.22,0,35.78
Konya,Meram,KON-MER-FDR-027,5,5,196.4,445,7571,11987.36,0,35.78
Kayseri,İncesu,KAY-INC-FDR-016,1,1,116.0,116,9086,24727.32,0,35.77
Kayseri,Kocasinan,KAY-KOC-FDR-006,7,4,179.29,516,8935,9530.19,1,35.76
Kayseri,İncesu,KAY-INC-FDR-013,7,3,109.71,247,8431,18694.02,0,35.75
Sivas,Zara,SIV-ZAR-FDR-041,6,5,315.17,653,3203,21674.37,0,35.7
Sivas,Suşehri,SIV-SUS-FDR-047,5,2,120.2,239,7265,26608.99,0,35.69
Ankara,Polatlı,ANK-POL-FDR-055,6,4,141.0,361,6930,20144.66,0,35.66
Eskişehir,Odunpazarı,ESK-ODU-FDR-012,5,4,239.6,304,5563,20108.53,0,35.62
Sivas,Divriği,SIV-DIV-FDR-017,8,5,151.75,366,6891,15554.24,0,35.61
Konya,Seydişehir,KON-SEY-FDR-018,6,5,256.83,430,3770,22666.66,0,35.58
Sivas,Suşehri,SIV-SUS-FDR-001,3,3,200.33,462,7805,17419.6,0,35.58
Kayseri,Tomarza,KAY-TOM-FDR-038,3,3,337.33,623,3642,25829.31,0,35.57
Kayseri,Bünyan,KAY-BÜN-FDR-030,4,4,321.25,405,4590,19476.01,0,35.56
Konya,Ereğli,KON-ERE-FDR-038,4,3,138.0,210,9601,13434.9,0,35.56
Kayseri,Yahyalı,KAY-YAH-FDR-020,4,3,234.0,390,4799,26867.29,0,35.55
Eskişehir,Mihalıççık,ESK-MIH-FDR-012,6,4,102.83,283,9736,10938.84,0,35.53
Eskişehir,Çifteler,ESK-ÇIF-FDR-054,5,4,147.2,240,7247,18597.26,0,35.46
Konya,Kulu,KON-KUL-FDR-015,4,3,129.5,231,6343,26756.83,0,35.45
Kayseri,Yahyalı,KAY-YAH-FDR-036,5,3,141.0,257,7372,21437.05,0,35.44
Konya,Seydişehir,KON-SEY-FDR-034,5,2,99.6,258,8767,21254.3,0,35.4
Kayseri,İncesu,KAY-INC-FDR-009,8,6,235.25,435,4121,18197.43,1,35.4
Sivas,Zara,SIV-ZAR-FDR-016,6,5,178.0,316,6212,17218.88,0,35.37
Ankara,Etimesgut,ANK-ETI-FDR-057,5,4,129.4,471,11047,4273.85,0,35.36
Kayseri,Pınarbaşı,KAY-PIN-FDR-036,7,3,103.29,205,7741,20892.91,0,35.28
Konya,Selçuklu,KON-SEL-FDR-047,10,5,101.1,256,8160,11709.95,0,35.21
Kayseri,Kocasinan,KAY-KOC-FDR-045,6,3,143.33,305,6172,24988.03,0,35.14
Konya,Cihanbeyli,KON-CIH-FDR-058,3,1,167.0,400,4296,38559.11,0,35.13
Ankara,Çankaya,ANK-ÇAN-FDR-051,7,5,173.43,414,6558,15056.13,0,35.1
Ankara,Pursaklar,ANK-PUR-FDR-003,7,5,102.86,381,9115,9076.58,0,35.1
Kayseri,Bünyan,KAY-BÜN-FDR-060,5,4,195.4,407,5692,21196.61,0,35.09
Kayseri,Kocasinan,KAY-KOC-FDR-048,3,3,264.67,388,8309,10542.83,0,35.08
Sivas,Zara,SIV-ZAR-FDR-023,4,3,196.0,344,4920,27729.38,0,35.08
Konya,Beyşehir,KON-BEY-FDR-006,6,5,93.0,361,9221,9631.71,0,35.05
Konya,Selçuklu,KON-SEL-FDR-013,4,3,178.0,314,7249,19396.61,0,35.04
Kayseri,Develi,KAY-DEV-FDR-011,4,3,207.0,282,5155,25967.03,0,35.0
Konya,Ilgın,KON-ILG-FDR-041,4,4,260.5,501,5041,20206.08,0,35.0
Eskişehir,Seyitgazi,ESK-SEY-FDR-040,3,2,313.0,494,5580,21341.44,0,34.97
Ankara,Mamak,ANK-MAM-FDR-008,8,6,235.88,321,5223,12838.91,0,34.94
Kayseri,Melikgazi,KAY-MEL-FDR-007,7,4,156.29,298,4870,25497.99,0,34.93
Eskişehir,Alpu,ESK-ALP-FDR-030,5,4,175.2,332,5531,22682.01,0,34.91
Kayseri,Tomarza,KAY-TOM-FDR-032,3,3,121.33,319,7686,21291.21,0,34.91
Eskişehir,Mahmudiye,ESK-MAH-FDR-059,3,3,75.67,119,9868,15274.52,0,34.89
Sivas,Zara,SIV-ZAR-FDR-002,5,4,79.2,194,10179,9821.33,0,34.89
Sivas,Gürün,SIV-GÜR-FDR-021,4,3,167.25,358,6059,24496.57,0,34.88
Sivas,Divriği,SIV-DIV-FDR-019,5,5,212.2,277,5262,18486.59,0,34.88
Eskişehir,Seyitgazi,ESK-SEY-FDR-016,4,4,183.75,309,7801,13441.5,0,34.84
Ankara,Keçiören,ANK-KEÇ-FDR-060,4,3,198.25,374,6540,20630.63,0,34.84
Konya,Beyşehir,KON-BEY-FDR-021,3,2,393.0,771,3373,25061.53,1,34.82
Konya,Karatay,KON-KAR-FDR-032,6,3,169.33,386,6193,22666.75,0,34.8
Eskişehir,Odunpazarı,ESK-ODU-FDR-026,4,3,182.5,383,6979,19648.24,0,34.76
Eskişehir,Çifteler,ESK-ÇIF-FDR-045,5,5,202.2,426,6017,15811.61,0,34.76
Konya,Ilgın,KON-ILG-FDR-059,6,3,110.33,428,9491,12890.77,0,34.74
Konya,Ilgın,KON-ILG-FDR-040,3,3,220.33,321,5768,22692.62,0,34.74
Kayseri,Kocasinan,KAY-KOC-FDR-057,6,4,99.0,247,8388,14925.61,0,34.71
Sivas,Gürün,SIV-GÜR-FDR-043,4,2,146.0,273,8148,20040.86,0,34.7
Kayseri,Yahyalı,KAY-YAH-FDR-060,4,4,233.5,423,6686,14559.61,0,34.66
Eskişehir,Alpu,ESK-ALP-FDR-057,7,3,37.14,108,12334,5142.01,0,34.6
Eskişehir,Sivrihisar,ESK-SIV-FDR-047,6,2,77.67,324,9500,17512.86,0,34.59
Kayseri,Develi,KAY-DEV-FDR-043,1,1,585.0,585,1900,22951.52,0,34.58
Ankara,Pursaklar,ANK-PUR-FDR-019,4,3,155.5,268,6772,21737.59,0,34.58
Konya,Meram,KON-MER-FDR-042,4,4,223.5,355,7288,12551.01,0,34.56
Kayseri,Kocasinan,KAY-KOC-FDR-060,4,4,164.5,384,8719,10332.66,0,34.54
Konya,Beyşehir,KON-BEY-FDR-054,5,3,192.0,452,5662,23209.03,0,34.44
Ankara,Çankaya,ANK-ÇAN-FDR-053,6,4,139.17,274,6080,21201.86,0,34.44
Ankara,Mamak,ANK-MAM-FDR-050,6,5,264.67,492,4818,15588.6,0,34.37
Sivas,Yıldızeli,SIV-YIL-FDR-037,7,4,113.0,296,9998,6459.63,0,34.37
Sivas,Divriği,SIV-DIV-FDR-024,4,3,217.0,428,5388,23175.29,0,34.37
Ankara,Çankaya,ANK-ÇAN-FDR-030,5,4,160.8,278,5893,20937.83,0,34.33
Eskişehir,Sivrihisar,ESK-SIV-FDR-026,5,3,132.4,209,6391,23563.5,1,34.29
Kayseri,İncesu,KAY-INC-FDR-050,3,3,269.33,325,5216,21023.45,0,34.27
Kayseri,Pınarbaşı,KAY-PIN-FDR-016,2,2,559.5,673,2698,17176.84,0,34.27
Ankara,Çankaya,ANK-ÇAN-FDR-046,2,2,399.5,734,4875,18052.44,0,34.26
Ankara,Pursaklar,ANK-PUR-FDR-014,6,4,207.0,470,5284,19923.74,0,34.24
Kayseri,Tomarza,KAY-TOM-FDR-033,3,2,232.0,441,4826,27753.86,0,34.24
Sivas,Şarkışla,SIV-SAR-FDR-052,4,4,148.0,319,5965,21579.0,0,34.16
Sivas,Gemerek,SIV-GEM-FDR-050,6,6,305.17,482,3295,15811.5,0,34.15
Sivas,Gemerek,SIV-GEM-FDR-005,5,4,315.2,947,5034,14732.0,0,34.14
Ankara,Polatlı,ANK-POL-FDR-020,4,3,225.5,403,7650,13136.28,0,34.13
Kayseri,Tomarza,KAY-TOM-FDR-006,3,3,239.0,386,4503,25387.54,0,34.12
Eskişehir,Odunpazarı,ESK-ODU-FDR-038,2,1,267.5,514,4555,29892.49,0,34.08
Kayseri,Bünyan,KAY-BÜN-FDR-003,3,2,204.67,254,6516,22313.21,0,34.08
Kayseri,Talas,KAY-TAL-FDR-031,8,4,115.5,472,7803,14005.48,0,34.07
Ankara,Pursaklar,ANK-PUR-FDR-052,4,3,276.75,350,4308,23255.28,0,34.05
Ankara,Gölbaşı,ANK-GÖL-FDR-027,8,5,151.5,310,7323,10615.47,0,34.0
Konya,Kulu,KON-KUL-FDR-001,2,2,251.0,252,6662,19254.99,0,33.98
Kayseri,Bünyan,KAY-BÜN-FDR-016,5,5,271.2,516,3946,18277.56,0,33.92
Kayseri,Talas,KAY-TAL-FDR-035,3,3,282.67,340,4178,23592.07,0,33.88
Ankara,Mamak,ANK-MAM-FDR-010,6,4,194.33,530,4851,21689.37,0,33.88
Sivas,Divriği,SIV-DIV-FDR-023,9,5,180.0,321,5191,16692.05,0,33.88
Sivas,Gürün,SIV-GÜR-FDR-047,3,3,248.67,388,4332,24942.89,0,33.85
Sivas,Gürün,SIV-GÜR-FDR-029,6,5,225.17,376,4597,17799.91,0,33.85
Eskişehir,Mihalıççık,ESK-MIH-FDR-014,6,5,212.0,300,4963,17108.08,0,33.84
Ankara,Altındağ,ANK-ALT-FDR-011,3,2,123.67,282,7807,21484.76,0,33.82
Ankara,Çankaya,ANK-ÇAN-FDR-006,6,2,80.67,183,10611,11363.26,0,33.82
Ankara,Pursaklar,ANK-PUR-FDR-049,7,4,154.29,352,8282,9729.1,0,33.81
Sivas,Divriği,SIV-DIV-FDR-039,4,4,154.75,327,9163,7620.74,0,33.78
Eskişehir,Mihalıççık,ESK-MIH-FDR-001,5,5,124.4,222,8372,9082.47,0,33.77
Konya,Ilgın,KON-ILG-FDR-006,3,2,266.0,352,4465,26143.24,0,33.73
Kayseri,Melikgazi,KAY-MEL-FDR-021,3,2,76.0,112,11375,9884.75,0,33.72
Eskişehir,Çifteler,ESK-ÇIF-FDR-031,2,2,483.5,646,2846,19939.55,0,33.67
Konya,Meram,KON-MER-FDR-003,6,3,84.67,253,8590,15805.88,0,33.62
Kayseri,Pınarbaşı,KAY-PIN-FDR-009,4,3,169.5,394,7850,14655.75,0,33.61
Konya,Karatay,KON-KAR-FDR-030,3,2,103.33,236,9542,15299.31,0,33.58
Eskişehir,Sivrihisar,ESK-SIV-FDR-023,4,2,173.75,304,4502,30679.89,0,33.56
Konya,Kulu,KON-KUL-FDR-005,4,3,159.0,288,9146,9998.41,0,33.56
Konya,Karatay,KON-KAR-FDR-053,5,4,279.8,363,4435,18017.72,0,33.52
Kayseri,Talas,KAY-TAL-FDR-057,5,4,155.8,215,5340,21755.51,0,33.48
Sivas,Hafik,SIV-HAF-FDR-015,6,4,154.5,463,8483,8739.61,0,33.47
Kayseri,Develi,KAY-DEV-FDR-016,8,5,287.88,731,3859,15190.13,0,33.45
Ankara,Etimesgut,ANK-ETI-FDR-035,7,4,227.43,460,3472,23874.7,0,33.45
Konya,Meram,KON-MER-FDR-014,4,3,147.5,329,9384,9484.59,0,33.44
Ankara,Sincan,ANK-SIN-FDR-018,4,3,191.0,390,7630,13881.93,0,33.43
Ankara,Gölbaşı,ANK-GÖL-FDR-012,5,4,206.8,349,5738,16995.16,0,33.43
Sivas,Gemerek,SIV-GEM-FDR-044,6,4,180.33,432,5389,19405.61,0,33.39
Ankara,Gölbaşı,ANK-GÖL-FDR-020,3,3,338.33,458,3445,22202.66,0,33.39
Kayseri,Tomarza,KAY-TOM-FDR-009,5,4,344.2,650,2776,20517.6,0,33.39
Kayseri,Talas,KAY-TAL-FDR-045,6,3,158.0,280,6560,19042.18,0,33.38
Ankara,Altındağ,ANK-ALT-FDR-044,5,3,201.8,396,4720,24136.1,0,33.31
Sivas,Zara,SIV-ZAR-FDR-036,5,5,294.4,476,4036,15300.78,0,33.3
Kayseri,Pınarbaşı,KAY-PIN-FDR-014,9,5,165.78,529,5894,13569.19,0,33.3
Sivas,Zara,SIV-ZAR-FDR-042,4,2,193.75,460,4002,30950.99,0,33.29
Konya,Kulu,KON-KUL-FDR-060,4,3,206.75,494,7091,14749.65,0,33.26
Kayseri,Tomarza,KAY-TOM-FDR-054,5,2,111.2,268,6085,27003.72,0,33.26
Eskişehir,Mahmudiye,ESK-MAH-FDR-018,5,4,338.0,403,3701,16858.57,0,33.22
Kayseri,Pınarbaşı,KAY-PIN-FDR-020,7,4,103.14,265,9894,5140.07,0,33.2
Sivas,Hafik,SIV-HAF-FDR-029,6,4,164.67,424,5830,18172.92,0,33.19
Kayseri,Pınarbaşı,KAY-PIN-FDR-054,3,3,317.33,531,3381,23315.04,0,33.19
Eskişehir,Odunpazarı,ESK-ODU-FDR-056,5,4,219.6,342,5880,15103.19,0,33.15
Ankara,Mamak,ANK-MAM-FDR-052,5,4,231.2,613,4000,21937.74,0,33.15
Eskişehir,Beylikova,ESK-BEY-FDR-009,5,3,187.6,515,8524,9444.86,0,33.15
Konya,Karatay,KON-KAR-FDR-039,3,2,168.0,356,7561,18373.52,0,33.1
Sivas,Suşehri,SIV-SUS-FDR-007,5,3,87.4,180,8626,14656.55,0,32.95
Ankara,Etimesgut,ANK-ETI-FDR-040,4,4,255.75,489,3783,21265.91,0,32.87
Eskişehir,Çifteler,ESK-ÇIF-FDR-007,4,4,169.25,199,6472,15679.13,0,32.86
Sivas,Şarkışla,SIV-SAR-FDR-028,4,3,159.5,287,7767,14066.91,0,32.85
Ankara,Altındağ,ANK-ALT-FDR-043,7,3,64.86,141,8296,16129.48,0,32.85
Konya,Karatay,KON-KAR-FDR-021,1,1,5.0,5,15154,1258.05,0,32.84
Konya,Beyşehir,KON-BEY-FDR-023,2,2,195.0,340,6070,22639.5,0,32.81
Kayseri,Develi,KAY-DEV-FDR-044,5,4,173.4,449,7308,11460.33,0,32.8
Eskişehir,Seyitgazi,ESK-SEY-FDR-030,3,3,248.33,524,4665,21498.82,0,32.78
Kayseri,Talas,KAY-TAL-FDR-029,4,4,115.25,219,8310,11395.7,0,32.78
Sivas,Yıldızeli,SIV-YIL-FDR-053,4,4,209.25,332,5662,16333.01,0,32.77
Eskişehir,Beylikova,ESK-BEY-FDR-021,2,2,113.0,186,7890,20178.61,0,32.76
Konya,Ereğli,KON-ERE-FDR-033,4,3,184.0,487,6294,18294.44,0,32.76
Eskişehir,İnönü,ESK-INÖ-FDR-036,8,3,207.0,512,4984,20154.72,0,32.76
Eskişehir,Seyitgazi,ESK-SEY-FDR-046,5,5,152.4,220,6575,12534.46,0,32.74
Eskişehir,Beylikova,ESK-BEY-FDR-001,4,3,164.25,229,6447,18727.6,0,32.69
Eskişehir,Seyitgazi,ESK-SEY-FDR-022,7,4,145.29,265,5776,18005.37,0,32.66
Ankara,Çankaya,ANK-ÇAN-FDR-056,4,4,165.0,354,5633,18784.15,0,32.61
Kayseri,Tomarza,KAY-TOM-FDR-041,3,3,246.67,269,3911,24267.25,0,32.61
Konya,Kulu,KON-KUL-FDR-011,4,4,288.0,477,4494,15769.02,0,32.51
Ankara,Sincan,ANK-SIN-FDR-044,7,5,167.57,516,6192,11637.51,0,32.48
Sivas,Zara,SIV-ZAR-FDR-060,9,5,195.78,381,4933,13955.04,0,32.47
Eskişehir,Mihalıççık,ESK-MIH-FDR-056,7,2,241.0,585,3986,24984.44,0,32.44
Eskişehir,Tepebaşı,ESK-TEP-FDR-059,2,1,193.5,328,7805,17972.59,0,32.4
Ankara,Sincan,ANK-SIN-FDR-024,6,4,152.17,408,7759,9623.52,0,32.39
Konya,Seydişehir,KON-SEY-FDR-022,5,4,79.4,153,9073,9199.81,0,32.38
Sivas,Gürün,SIV-GÜR-FDR-022,6,4,98.5,156,7727,12948.92,0,32.38
Konya,Cihanbeyli,KON-CIH-FDR-047,6,5,192.33,478,4774,15981.01,0,32.31
Eskişehir,Çifteler,ESK-ÇIF-FDR-049,1,1,139.0,139,7870,21278.25,0,32.3
Sivas,Gemerek,SIV-GEM-FDR-026,4,4,231.0,378,3970,20839.84,0,32.29
Eskişehir,İnönü,ESK-INÖ-FDR-015,4,4,232.75,301,5830,13243.66,0,32.26
Konya,Cihanbeyli,KON-CIH-FDR-051,6,2,100.5,219,6358,24046.49,0,32.25
Sivas,Suşehri,SIV-SUS-FDR-034,5,3,213.4,373,4429,22462.0,0,32.24
Konya,Beyşehir,KON-BEY-FDR-032,4,2,127.75,273,8141,16187.31,0,32.21
Kayseri,Melikgazi,KAY-MEL-FDR-059,3,2,127.0,293,8158,16635.2,0,32.19
Eskişehir,Odunpazarı,ESK-ODU-FDR-044,7,5,143.14,296,6163,12603.67,0,32.17
Sivas,Şarkışla,SIV-SAR-FDR-058,7,4,129.57,374,7641,10492.06,0,32.17
Sivas,Divriği,SIV-DIV-FDR-025,4,2,179.5,303,4313,28295.83,0,32.16
Kayseri,Pınarbaşı,KAY-PIN-FDR-015,4,3,233.5,466,3424,25533.76,0,32.12
Ankara,Polatlı,ANK-POL-FDR-017,4,3,149.5,358,4810,25031.08,0,32.12
Kayseri,Kocasinan,KAY-KOC-FDR-043,5,4,277.8,540,7172,4311.35,0,32.08
Kayseri,Yahyalı,KAY-YAH-FDR-008,6,3,247.5,524,3833,21838.61,0,32.01
Konya,Beyşehir,KON-BEY-FDR-058,5,4,291.2,562,4247,15066.13,0,32.01
Sivas,Suşehri,SIV-SUS-FDR-005,4,4,235.5,383,4787,16723.2,0,32.0
Sivas,Yıldızeli,SIV-YIL-FDR-040,4,3,186.0,456,5050,21627.44,0,31.99
Kayseri,Tomarza,KAY-TOM-FDR-022,4,3,130.25,251,8433,11435.23,1,31.99
Ankara,Keçiören,ANK-KEÇ-FDR-005,6,4,206.67,463,5816,13244.39,0,31.95
Ankara,Altındağ,ANK-ALT-FDR-033,3,3,242.0,377,5152,18242.53,0,31.94
Konya,Karatay,KON-KAR-FDR-022,2,2,160.0,278,5086,26903.04,0,31.92
Kayseri,Melikgazi,KAY-MEL-FDR-022,7,3,129.0,319,6499,17574.85,0,31.91
Konya,Selçuklu,KON-SEL-FDR-030,5,4,255.4,391,3463,20128.91,0,31.9
Ankara,Altındağ,ANK-ALT-FDR-010,4,4,152.5,234,7258,11603.86,0,31.89
Ankara,Pursaklar,ANK-PUR-FDR-060,5,4,161.4,315,5700,16743.79,0,31.86
Eskişehir,Odunpazarı,ESK-ODU-FDR-009,3,3,102.0,111,7337,17734.52,0,31.85
Konya,Meram,KON-MER-FDR-015,3,3,103.0,272,6961,19095.68,0,31.81
