date,city,district,temperature,wind_speed,precipitation_mm,storm_flag
2025-01-02,Konya,Ereğli,0.5,4.2,0.37,0
2025-01-02,Konya,Akşehir,-5.66,18.4,0.42,0
2025-01-02,Konya,Beyşehir,7.22,14.97,6.21,0
2025-01-02,Konya,Cihanbeyli,1.65,22.55,1.5,0
2025-01-02,Konya,Ilgın,1.42,20.66,0.04,0
2025-01-02,Konya,Seydişehir,-0.89,21.2,5.06,0
2025-01-02,Konya,Kulu,-3.33,17.77,8.78,0
2025-01-02,Kayseri,Melikgazi,-3.61,27.32,3.64,0
2025-01-02,Kayseri,Kocasinan,8.79,24.55,2.01,0
2025-01-02,Kayseri,Talas,6.29,20.69,2.21,0
2025-01-02,Kayseri,Develi,-6.27,23.76,5.56,0
2025-01-02,Kayseri,Yahyalı,-2.25,38.82,4.72,1
2025-01-02,Kayseri,Bünyan,12.77,20.43,7.82,0
2025-01-02,Kayseri,İncesu,-2.38,25.82,14.94,0
2025-01-02,Kayseri,Pınarbaşı,-7.37,27.08,0.17,0
2025-01-02,Kayseri,Yeşilhisar,2.17,18.98,1.03,0
2025-01-02,Kayseri,Tomarza,-15.54,16.26,12.09,0
2025-01-02,Eskişehir,Odunpazarı,-21.22,5.3,6.33,0
2025-01-02,Eskişehir,Tepebaşı,-6.72,14.42,5.85,0
2025-01-02,Eskişehir,Sivrihisar,0.67,26.84,1.37,0
2025-01-02,Eskişehir,Çifteler,-1.73,16.34,0.84,0
2025-01-02,Eskişehir,Alpu,8.16,26.93,5.88,0
2025-01-02,Eskişehir,Beylikova,-12.64,14.66,6.0,0
2025-01-02,Eskişehir,İnönü,7.29,18.54,0.25,0
2025-01-02,Eskişehir,Mihalıççık,-6.39,4.21,0.54,0
2025-01-02,Eskişehir,Seyitgazi,-1.59,18.74,4.99,0
2025-01-02,Eskişehir,Mahmudiye,1.49,12.17,0.68,0
2025-01-02,Sivas,Merkez,4.84,12.61,5.95,0
2025-01-02,Sivas,Şarkışla,-2.24,30.09,18.75,1
2025-01-02,Sivas,Suşehri,-6.45,11.93,22.63,1
2025-01-02,Sivas,Yıldızeli,2.45,20.64,0.94,0
2025-01-02,Sivas,Zara,2.9,5.19,5.99,0
2025-01-02,Sivas,Kangal,3.59,13.91,0.44,0
2025-01-02,Sivas,Gemerek,2.79,27.68,18.3,1
2025-01-02,Sivas,Divriği,1.87,31.21,0.61,0
2025-01-02,Sivas,Gürün,-5.01,18.88,9.42,0
2025-01-02,Sivas,Hafik,5.49,15.06,1.45,0
2025-01-03,Ankara,Çankaya,-3.0,9.88,4.92,0
2025-01-03,Ankara,Keçiören,-4.84,18.5,0.59,0
2025-01-03,Ankara,Mamak,-8.65,8.84,7.64,0
2025-01-03,Ankara,Yenimahalle,-7.07,20.39,0.12,0
2025-01-03,Ankara,Etimesgut,4.15,13.14,7.51,0
2025-01-03,Ankara,Sincan,6.61,23.13,1.21,0
2025-01-03,Ankara,Altındağ,1.76,4.0,0.22,0
2025-01-03,Ankara,Gölbaşı,-9.45,8.76,4.17,0
2025-01-03,Ankara,Pursaklar,-1.38,20.06,0.16,0
2025-01-03,Ankara,Polatlı,3.08,30.22,3.06,0
2025-01-03,Konya,Selçuklu,1.68,20.79,0.87,0
2025-01-03,Konya,Meram,8.85,22.48,2.79,0
2025-01-03,Konya,Karatay,2.99,33.6,2.09,0
2025-01-03,Konya,Ereğli,-15.14,14.17,7.4,0
2025-01-03,Konya,Akşehir,3.81,13.21,3.61,0
2025-01-03,Konya,Beyşehir,-5.24,21.19,2.91,0
2025-01-03,Konya,Cihanbeyli,7.21,26.66,2.31,0
2025-01-03,Konya,Ilgın,8.94,18.53,2.31,0
2025-01-03,Konya,Seydişehir,-3.41,9.56,2.17,0
2025-01-03,Konya,Kulu,11.45,22.59,1.11,0
2025-01-03,Kayseri,Melikgazi,-1.71,13.54,10.9,0
2025-01-03,Kayseri,Kocasinan,-1.21,10.01,2.66,0
2025-01-03,Kayseri,Talas,9.84,19.41,0.48,0
2025-01-03,Kayseri,Develi,-0.26,12.5,2.13,0
2025-01-03,Kayseri,Yahyalı,-7.56,5.25,7.63,0
2025-01-03,Kayseri,Bünyan,4.9,21.66,5.63,0
2025-01-03,Kayseri,İncesu,6.4,30.3,4.48,0
2025-01-03,Kayseri,Pınarbaşı,5.33,20.01,4.03,0
2025-01-03,Kayseri,Yeşilhisar,-0.87,16.23,2.26,0
2025-01-03,Kayseri,Tomarza,-5.15,25.86,0.51,0
2025-01-03,Eskişehir,Odunpazarı,-1.85,14.28,7.94,0
2025-01-03,Eskişehir,Tepebaşı,4.92,27.4,3.17,0
2025-01-03,Eskişehir,Sivrihisar,-0.58,17.48,2.17,0
2025-01-03,Eskişehir,Çifteler,5.7,16.91,1.77,0
2025-01-03,Eskişehir,Alpu,5.44,22.94,0.64,0
2025-01-03,Eskişehir,Beylikova,2.75,21.04,3.63,0
2025-01-03,Eskişehir,İnönü,0.3,11.58,6.35,0
2025-01-03,Eskişehir,Mihalıççık,-2.24,20.56,6.41,0
2025-01-03,Eskişehir,Seyitgazi,-1.53,17.66,1.01,0
2025-01-03,Eskişehir,Mahmudiye,6.9,24.84,0.83,0
2025-01-03,Sivas,Merkez,-3.94,19.21,2.79,0
2025-01-03,Sivas,Şarkışla,8.5,16.6,9.02,0
2025-01-03,Sivas,Suşehri,4.79,13.88,10.07,0
2025-01-03,Sivas,Yıldızeli,4.12,22.66,3.08,0
2025-01-03,Sivas,Zara,2.63,30.27,1.55,0
2025-01-03,Sivas,Kangal,3.97,4.65,2.43,0
2025-01-03,Sivas,Gemerek,-9.91,19.39,3.57,0
2025-01-03,Sivas,Divriği,9.48,22.52,3.57,0
2025-01-03,Sivas,Gürün,-2.68,22.14,0.52,0
2025-01-03,Sivas,Hafik,4.48,15.38,3.25,0
2025-01-04,Ankara,Çankaya,12.97,15.86,0.53,0
2025-01-04,Ankara,Keçiören,-3.76,9.42,14.53,0
2025-01-04,Ankara,Mamak,15.63,29.85,4.26,0
2025-01-04,Ankara,Yenimahalle,3.97,17.52,14.49,0
2025-01-04,Ankara,Etimesgut,-2.98,23.32,8.49,0
2025-01-04,Ankara,Sincan,3.81,11.63,2.44,0
2025-01-04,Ankara,Altındağ,-1.99,9.6,12.47,0
2025-01-04,Ankara,Gölbaşı,3.35,10.7,2.66,0
2025-01-04,Ankara,Pursaklar,3.82,9.77,1.53,0
2025-01-04,Ankara,Polatlı,-7.62,14.87,3.92,0
2025-01-04,Konya,Selçuklu,9.74,24.32,7.31,0
2025-01-04,Konya,Meram,20.01,9.57,9.03,0
2025-01-04,Konya,Karatay,-3.38,21.31,6.05,0
2025-01-04,Konya,Ereğli,5.81,21.8,0.1,0
2025-01-04,Konya,Akşehir,2.55,20.62,6.44,0
2025-01-04,Konya,Beyşehir,-11.3,24.31,1.4,0
2025-01-04,Konya,Cihanbeyli,2.53,11.92,0.62,0
2025-01-04,Konya,Ilgın,15.82,26.54,2.33,0
2025-01-04,Konya,Seydişehir,0.39,8.63,8.44,0
2025-01-04,Konya,Kulu,-12.33,13.63,3.97,0
2025-01-04,Kayseri,Melikgazi,-3.37,19.78,1.08,0
2025-01-04,Kayseri,Kocasinan,-14.06,17.23,1.54,0
2025-01-04,Kayseri,Talas,-10.4,14.33,1.71,0
2025-01-04,Kayseri,Develi,2.41,30.41,8.25,0
2025-01-04,Kayseri,Yahyalı,0.72,4.67,3.06,0
2025-01-04,Kayseri,Bünyan,3.34,27.15,1.17,0
2025-01-04,Kayseri,İncesu,-2.11,18.49,7.19,0
2025-01-04,Kayseri,Pınarbaşı,15.5,24.71,0.9,0
2025-01-04,Kayseri,Yeşilhisar,11.3,38.16,3.87,1
2025-01-04,Kayseri,Tomarza,5.12,22.68,3.17,0
2025-01-04,Eskişehir,Odunpazarı,-0.01,24.37,2.71,0
2025-01-04,Eskişehir,Tepebaşı,-3.5,33.84,1.79,0
2025-01-04,Eskişehir,Sivrihisar,4.05,11.3,0.86,0
2025-01-04,Eskişehir,Çifteler,0.21,15.67,4.67,0
2025-01-04,Eskişehir,Alpu,-2.09,29.26,3.6,0
2025-01-04,Eskişehir,Beylikova,-0.12,16.7,5.68,0
2025-01-04,Eskişehir,İnönü,7.17,3.1,7.43,0
2025-01-04,Eskişehir,Mihalıççık,-2.75,27.18,8.12,0
2025-01-04,Eskişehir,Seyitgazi,2.0,0.0,3.79,0
2025-01-04,Eskişehir,Mahmudiye,3.11,12.41,3.45,0
2025-01-04,Sivas,Merkez,-0.4,24.99,1.11,0
2025-01-04,Sivas,Şarkışla,15.71,16.04,3.3,0
2025-01-04,Sivas,Suşehri,-0.67,10.74,0.26,0
2025-01-04,Sivas,Yıldızeli,5.79,20.71,0.19,0
2025-01-04,Sivas,Zara,20.27,26.05,2.31,0
2025-01-04,Sivas,Kangal,15.03,18.19,2.64,0
2025-01-04,Sivas,Gemerek,2.56,24.57,0.3,0
2025-01-04,Sivas,Divriği,2.99,29.92,5.4,0
2025-01-04,Sivas,Gürün,-2.95,18.17,1.88,0
2025-01-04,Sivas,Hafik,12.43,29.16,14.45,0
2025-01-05,Ankara,Çankaya,-8.78,24.13,0.18,0
2025-01-05,Ankara,Keçiören,4.0,19.69,3.8,0
2025-01-05,Ankara,Mamak,9.97,17.56,1.1,0
2025-01-05,Ankara,Yenimahalle,3.33,0.0,0.2,0
2025-01-05,Ankara,Etimesgut,-4.75,22.67,1.62,0
2025-01-05,Ankara,Sincan,14.62,9.1,0.27,0
2025-01-05,Ankara,Altındağ,-6.82,10.89,0.01,0
2025-01-05,Ankara,Gölbaşı,-5.4,24.14,0.73,0
2025-01-05,Ankara,Pursaklar,4.09,23.1,0.75,0
2025-01-05,Ankara,Polatlı,5.05,16.84,3.86,0
2025-01-05,Konya,Selçuklu,13.3,27.17,2.49,0
2025-01-05,Konya,Meram,0.07,15.9,4.65,0
2025-01-05,Konya,Karatay,-0.45,23.39,2.8,0
2025-01-05,Konya,Ereğli,-9.17,7.73,0.13,0
2025-01-05,Konya,Akşehir,-8.28,18.38,0.55,0
2025-01-05,Konya,Beyşehir,8.84,24.19,8.79,0
2025-01-05,Konya,Cihanbeyli,-0.13,14.67,0.52,0
2025-01-05,Konya,Ilgın,-4.04,15.31,4.24,0
2025-01-05,Konya,Seydişehir,-3.47,21.98,3.89,0
2025-01-05,Konya,Kulu,1.63,14.92,1.34,0
2025-01-05,Kayseri,Melikgazi,13.77,3.75,3.05,0
2025-01-05,Kayseri,Kocasinan,-4.28,27.84,0.29,0
2025-01-05,Kayseri,Talas,10.61,0.0,3.24,0
2025-01-05,Kayseri,Develi,0.03,12.22,3.57,0
2025-01-05,Kayseri,Yahyalı,0.41,0.0,1.58,0
2025-01-05,Kayseri,Bünyan,-4.25,29.15,2.25,0
2025-01-05,Kayseri,İncesu,5.11,18.58,4.11,0
2025-01-05,Kayseri,Pınarbaşı,-0.02,12.87,2.18,0
2025-01-05,Kayseri,Yeşilhisar,-0.55,31.16,4.3,0
2025-01-05,Kayseri,Tomarza,7.4,24.68,6.85,0
2025-01-05,Eskişehir,Odunpazarı,1.42,19.59,2.24,0
2025-01-05,Eskişehir,Tepebaşı,-4.01,8.56,1.6,0
2025-01-05,Eskişehir,Sivrihisar,5.29,7.88,5.8,0
2025-01-05,Eskişehir,Çifteler,0.65,18.67,2.42,0
2025-01-05,Eskişehir,Alpu,9.22,22.42,1.57,0
2025-01-05,Eskişehir,Beylikova,-4.6,22.68,0.55,0
2025-01-05,Eskişehir,İnönü,3.47,23.0,6.79,0
2025-01-05,Eskişehir,Mihalıççık,-6.43,18.91,1.89,0
2025-01-05,Eskişehir,Seyitgazi,-2.66,11.68,1.22,0
2025-01-05,Eskişehir,Mahmudiye,4.25,15.34,1.75,0
2025-01-05,Sivas,Merkez,-11.57,0.19,5.0,0
2025-01-05,Sivas,Şarkışla,7.7,28.71,5.94,0
2025-01-05,Sivas,Suşehri,2.02,15.93,2.97,0
2025-01-05,Sivas,Yıldızeli,4.35,5.6,2.52,0
2025-01-05,Sivas,Zara,-5.22,17.4,2.29,0
2025-01-05,Sivas,Kangal,-1.4,29.5,2.67,0
2025-01-05,Sivas,Gemerek,-7.17,22.49,2.07,0
2025-01-05,Sivas,Divriği,7.44,32.17,2.82,0
2025-01-05,Sivas,Gürün,5.97,25.81,6.88,0
2025-01-05,Sivas,Hafik,3.21,20.82,2.01,0
2025-01-06,Ankara,Çankaya,-2.85,11.06,2.02,0
2025-01-06,Ankara,Keçiören,6.04,23.62,2.77,0
2025-01-06,Ankara,Mamak,-4.4,16.11,1.37,0
2025-01-06,Ankara,Yenimahalle,-9.53,18.49,0.07,0
2025-01-06,Ankara,Etimesgut,13.5,19.25,5.82,0
2025-01-06,Ankara,Sincan,-11.04,24.1,2.0,0
2025-01-06,Ankara,Altındağ,1.87,9.44,5.6,0
2025-01-06,Ankara,Gölbaşı,9.19,15.97,2.59,0
2025-01-06,Ankara,Pursaklar,4.07,22.67,0.23,0
2025-01-06,Ankara,Polatlı,-5.83,13.88,8.02,0
2025-01-06,Konya,Selçuklu,4.17,12.28,2.11,0
2025-01-06,Konya,Meram,14.65,10.6,2.53,0
2025-01-06,Konya,Karatay,2.47,16.13,6.21,0
2025-01-06,Konya,Ereğli,-0.14,7.89,3.0,0
2025-01-06,Konya,Akşehir,2.03,2.1,5.07,0
2025-01-06,Konya,Beyşehir,4.91,19.69,7.92,0
2025-01-06,Konya,Cihanbeyli,2.29,19.67,2.05,0
2025-01-06,Konya,Ilgın,-3.52,11.6,0.65,0
2025-01-06,Konya,Seydişehir,8.11,28.25,1.38,0
2025-01-06,Konya,Kulu,2.9,25.67,0.29,0
2025-01-06,Kayseri,Melikgazi,4.08,16.23,6.03,0
2025-01-06,Kayseri,Kocasinan,-2.49,11.91,4.05,0
2025-01-06,Kayseri,Talas,-0.69,24.22,2.98,0
2025-01-06,Kayseri,Develi,3.81,20.98,8.88,0
2025-01-06,Kayseri,Yahyalı,8.68,9.13,0.48,0
2025-01-06,Kayseri,Bünyan,-8.68,25.23,4.84,0
2025-01-06,Kayseri,İncesu,4.86,10.93,4.93,0
2025-01-06,Kayseri,Pınarbaşı,5.01,24.58,2.96,0
2025-01-06,Kayseri,Yeşilhisar,-2.92,25.41,4.53,0
2025-01-06,Kayseri,Tomarza,-3.05,30.05,18.03,1
2025-01-06,Eskişehir,Odunpazarı,-2.74,16.12,1.45,0
2025-01-06,Eskişehir,Tepebaşı,0.0,12.3,0.55,0
2025-01-06,Eskişehir,Sivrihisar,12.27,15.45,0.28,0
2025-01-06,Eskişehir,Çifteler,-1.98,18.63,8.64,0
2025-01-06,Eskişehir,Alpu,1.9,24.61,5.87,0
2025-01-06,Eskişehir,Beylikova,-10.08,26.05,1.12,0
2025-01-06,Eskişehir,İnönü,-0.89,30.2,10.11,0
2025-01-06,Eskişehir,Mihalıççık,12.11,37.1,8.1,1
2025-01-06,Eskişehir,Seyitgazi,8.23,30.67,4.55,0
2025-01-06,Eskişehir,Mahmudiye,5.18,17.13,0.24,0
2025-01-06,Sivas,Merkez,1.48,14.69,0.67,0
2025-01-06,Sivas,Şarkışla,0.35,18.17,2.46,0
2025-01-06,Sivas,Suşehri,-4.57,12.83,2.35,0
2025-01-06,Sivas,Yıldızeli,4.84,25.41,0.7,0
2025-01-06,Sivas,Zara,7.37,17.98,2.31,0
2025-01-06,Sivas,Kangal,6.89,17.63,0.58,0
2025-01-06,Sivas,Gemerek,-4.31,26.43,8.04,0
2025-01-06,Sivas,Divriği,-3.35,25.62,5.72,0
2025-01-06,Sivas,Gürün,0.35,23.58,0.03,0
2025-01-06,Sivas,Hafik,5.74,17.46,2.09,0
2025-01-07,Ankara,Çankaya,-0.26,11.73,25.8,1
2025-01-07,Ankara,Keçiören,-8.43,27.38,3.91,0
2025-01-07,Ankara,Mamak,-2.2,17.25,0.9,0
2025-01-07,Ankara,Yenimahalle,-3.52,22.93,3.0,0
2025-01-07,Ankara,Etimesgut,5.08,32.59,0.06,0
2025-01-07,Ankara,Sincan,-4.06,1.79,1.68,0
2025-01-07,Ankara,Altındağ,7.86,41.55,0.83,1
2025-01-07,Ankara,Gölbaşı,-2.62,21.92,2.46,0
2025-01-07,Ankara,Pursaklar,7.64,26.37,2.26,0
2025-01-07,Ankara,Polatlı,6.78,25.39,1.94,0
2025-01-07,Konya,Selçuklu,11.67,10.1,8.25,0
2025-01-07,Konya,Meram,6.52,3.03,0.05,0
2025-01-07,Konya,Karatay,-8.28,9.02,7.39,0
2025-01-07,Konya,Ereğli,-12.7,7.61,0.7,0
2025-01-07,Konya,Akşehir,-4.14,18.22,0.2,0
2025-01-07,Konya,Beyşehir,1.2,14.22,8.03,0
2025-01-07,Konya,Cihanbeyli,-0.98,26.59,5.96,0
2025-01-07,Konya,Ilgın,1.22,31.18,2.07,0
2025-01-07,Konya,Seydişehir,-2.0,11.4,1.65,0
2025-01-07,Konya,Kulu,3.58,28.64,0.9,0
2025-01-07,Kayseri,Melikgazi,1.95,10.62,4.39,0
2025-01-07,Kayseri,Kocasinan,5.53,22.33,6.95,0
2025-01-07,Kayseri,Talas,9.63,16.76,2.35,0
2025-01-07,Kayseri,Develi,-0.5,8.78,1.66,0
2025-01-07,Kayseri,Yahyalı,13.33,9.2,4.28,0
2025-01-07,Kayseri,Bünyan,-3.0,9.46,3.62,0
2025-01-07,Kayseri,İncesu,3.74,13.61,0.79,0
2025-01-07,Kayseri,Pınarbaşı,-0.13,26.67,1.0,0
2025-01-07,Kayseri,Yeşilhisar,6.38,33.55,0.75,0
2025-01-07,Kayseri,Tomarza,0.73,28.19,0.66,0
2025-01-07,Eskişehir,Odunpazarı,-0.65,20.45,13.77,0
2025-01-07,Eskişehir,Tepebaşı,13.77,14.57,2.41,0
2025-01-07,Eskişehir,Sivrihisar,6.09,12.35,1.37,0
2025-01-07,Eskişehir,Çifteler,-5.91,24.79,1.1,0
2025-01-07,Eskişehir,Alpu,11.3,16.57,3.8,0
2025-01-07,Eskişehir,Beylikova,2.72,16.47,3.47,0
2025-01-07,Eskişehir,İnönü,-8.48,28.11,3.25,0
2025-01-07,Eskişehir,Mihalıççık,-2.88,16.29,7.44,0
2025-01-07,Eskişehir,Seyitgazi,10.14,27.72,0.86,0
2025-01-07,Eskişehir,Mahmudiye,-6.15,23.69,4.65,0
2025-01-07,Sivas,Merkez,-4.57,14.35,9.47,0
2025-01-07,Sivas,Şarkışla,3.78,14.93,0.43,0
2025-01-07,Sivas,Suşehri,-2.87,20.64,2.84,0
2025-01-07,Sivas,Yıldızeli,4.08,15.98,2.05,0
2025-01-07,Sivas,Zara,9.8,16.64,2.27,0
2025-01-07,Sivas,Kangal,-6.15,0.0,7.86,0
2025-01-07,Sivas,Gemerek,14.24,25.17,5.1,0
2025-01-07,Sivas,Divriği,0.52,22.61,0.97,0
2025-01-07,Sivas,Gürün,4.91,15.24,7.1,0
2025-01-07,Sivas,Hafik,-1.71,19.46,1.53,0
2025-01-08,Ankara,Çankaya,-4.27,24.68,3.91,0
2025-01-08,Ankara,Keçiören,-9.77,20.42,10.89,0
2025-01-08,Ankara,Mamak,5.27,15.7,3.11,0
2025-01-08,Ankara,Yenimahalle,5.72,21.75,4.07,0
2025-01-08,Ankara,Etimesgut,5.64,20.16,0.55,0
2025-01-08,Ankara,Sincan,3.26,26.45,0.77,0
2025-01-08,Ankara,Altındağ,0.8,9.03,6.77,0
2025-01-08,Ankara,Gölbaşı,4.83,20.81,5.86,0
2025-01-08,Ankara,Pursaklar,2.87,16.03,2.93,0
2025-01-08,Ankara,Polatlı,1.14,32.19,2.64,0
2025-01-08,Konya,Selçuklu,10.43,3.33,0.93,0
2025-01-08,Konya,Meram,8.47,15.38,0.94,0
2025-01-08,Konya,Karatay,-2.65,11.48,3.42,0
2025-01-08,Konya,Ereğli,-7.16,18.67,4.71,0
2025-01-08,Konya,Akşehir,8.1,31.95,1.6,0
2025-01-08,Konya,Beyşehir,-6.87,22.12,7.18,0
2025-01-08,Konya,Cihanbeyli,2.37,15.01,1.54,0
2025-01-08,Konya,Ilgın,1.99,26.33,6.49,0
2025-01-08,Konya,Seydişehir,0.44,22.57,8.49,0
2025-01-08,Konya,Kulu,-1.83,20.53,0.44,0
2025-01-08,Kayseri,Melikgazi,1.07,28.68,2.73,0
2025-01-08,Kayseri,Kocasinan,0.03,11.12,9.02,0
2025-01-08,Kayseri,Talas,5.99,24.6,0.43,0
2025-01-08,Kayseri,Develi,10.69,32.7,0.73,0
2025-01-08,Kayseri,Yahyalı,-3.07,26.43,3.88,0
2025-01-08,Kayseri,Bünyan,-2.84,16.16,2.98,0
2025-01-08,Kayseri,İncesu,-1.16,16.37,0.89,0
2025-01-08,Kayseri,Pınarbaşı,-3.76,19.96,0.37,0
2025-01-08,Kayseri,Yeşilhisar,-4.71,15.41,11.21,0
2025-01-08,Kayseri,Tomarza,-4.99,17.61,5.86,0
2025-01-08,Eskişehir,Odunpazarı,3.66,19.32,4.89,0
2025-01-08,Eskişehir,Tepebaşı,2.52,12.74,1.94,0
2025-01-08,Eskişehir,Sivrihisar,5.84,29.98,5.17,0
2025-01-08,Eskişehir,Çifteler,0.23,7.72,2.26,0
2025-01-08,Eskişehir,Alpu,0.34,13.37,4.83,0
2025-01-08,Eskişehir,Beylikova,9.4,29.8,5.96,0
2025-01-08,Eskişehir,İnönü,6.49,7.75,4.06,0
2025-01-08,Eskişehir,Mihalıççık,9.37,31.76,1.0,0
2025-01-08,Eskişehir,Seyitgazi,-1.83,32.8,3.08,0
2025-01-08,Eskişehir,Mahmudiye,0.01,11.47,14.94,0
2025-01-08,Sivas,Merkez,17.04,31.53,12.31,0
2025-01-08,Sivas,Şarkışla,3.21,25.75,1.25,0
2025-01-08,Sivas,Suşehri,1.92,24.67,0.4,0
2025-01-08,Sivas,Yıldızeli,-9.35,28.4,0.69,0
2025-01-08,Sivas,Zara,1.16,19.55,4.97,0
2025-01-08,Sivas,Kangal,10.65,15.87,4.83,0
2025-01-08,Sivas,Gemerek,1.03,9.7,1.2,0
2025-01-08,Sivas,Divriği,4.61,32.26,1.66,0
2025-01-08,Sivas,Gürün,-3.29,15.33,0.96,0
2025-01-08,Sivas,Hafik,7.49,30.18,1.76,0
2025-01-09,Ankara,Çankaya,1.59,28.06,6.33,0
2025-01-09,Ankara,Keçiören,5.63,21.35,7.58,0
2025-01-09,Ankara,Mamak,9.94,24.52,6.0,0
2025-01-09,Ankara,Yenimahalle,-1.67,11.05,0.44,0
2025-01-09,Ankara,Etimesgut,5.98,12.92,11.76,0
2025-01-09,Ankara,Sincan,7.21,20.68,1.53,0
2025-01-09,Ankara,Altındağ,-1.08,25.54,8.98,0
2025-01-09,Ankara,Gölbaşı,-0.56,27.39,0.47,0
2025-01-09,Ankara,Pursaklar,3.36,26.2,7.81,0
2025-01-09,Ankara,Polatlı,-0.43,17.34,0.22,0
2025-01-09,Konya,Selçuklu,-3.29,20.67,5.47,0
2025-01-09,Konya,Meram,12.87,2.14,6.46,0
2025-01-09,Konya,Karatay,-1.75,5.86,5.23,0
2025-01-09,Konya,Ereğli,0.39,21.68,3.9,0
2025-01-09,Konya,Akşehir,2.99,21.43,8.93,0
2025-01-09,Konya,Beyşehir,4.21,30.55,0.41,0
2025-01-09,Konya,Cihanbeyli,-3.09,11.4,0.14,0
2025-01-09,Konya,Ilgın,-0.13,13.28,0.38,0
2025-01-09,Konya,Seydişehir,10.67,15.43,6.69,0
2025-01-09,Konya,Kulu,3.69,21.19,1.12,0
2025-01-09,Kayseri,Melikgazi,9.19,24.56,3.13,0
2025-01-09,Kayseri,Kocasinan,-1.72,38.05,6.54,1
2025-01-09,Kayseri,Talas,-0.13,14.86,3.27,0
2025-01-09,Kayseri,Develi,-3.6,23.28,0.45,0
2025-01-09,Kayseri,Yahyalı,11.95,3.59,7.02,0
2025-01-09,Kayseri,Bünyan,1.01,36.28,1.35,1
2025-01-09,Kayseri,İncesu,8.87,11.98,0.48,0
2025-01-09,Kayseri,Pınarbaşı,5.16,12.18,12.98,0
2025-01-09,Kayseri,Yeşilhisar,3.88,10.54,1.09,0
2025-01-09,Kayseri,Tomarza,-1.09,18.06,9.03,0
2025-01-09,Eskişehir,Odunpazarı,13.87,20.04,2.2,0
2025-01-09,Eskişehir,Tepebaşı,0.97,7.26,1.36,0
2025-01-09,Eskişehir,Sivrihisar,8.75,7.1,0.4,0
2025-01-09,Eskişehir,Çifteler,9.04,0.23,4.95,0
2025-01-09,Eskişehir,Alpu,7.95,20.34,19.51,1
2025-01-09,Eskişehir,Beylikova,16.36,21.36,2.13,0
2025-01-09,Eskişehir,İnönü,7.74,0.21,9.49,0
2025-01-09,Eskişehir,Mihalıççık,-2.41,6.06,4.23,0
2025-01-09,Eskişehir,Seyitgazi,4.98,14.8,4.39,0
2025-01-09,Eskişehir,Mahmudiye,11.24,10.98,1.31,0
2025-01-09,Sivas,Merkez,-9.16,14.08,6.79,0
2025-01-09,Sivas,Şarkışla,6.53,21.83,4.22,0
2025-01-09,Sivas,Suşehri,-0.02,29.14,4.53,0
2025-01-09,Sivas,Yıldızeli,7.56,21.21,5.89,0
2025-01-09,Sivas,Zara,-5.01,10.47,6.43,0
2025-01-09,Sivas,Kangal,-9.7,17.16,3.69,0
2025-01-09,Sivas,Gemerek,3.12,15.57,2.78,0
2025-01-09,Sivas,Divriği,-3.16,22.73,13.07,0
2025-01-09,Sivas,Gürün,3.43,20.33,0.33,0
2025-01-09,Sivas,Hafik,-7.46,10.17,0.59,0
2025-01-10,Ankara,Çankaya,7.16,15.13,0.62,0
2025-01-10,Ankara,Keçiören,5.05,17.78,1.14,0
2025-01-10,Ankara,Mamak,-1.32,19.83,3.67,0
2025-01-10,Ankara,Yenimahalle,10.91,9.79,2.27,0
2025-01-10,Ankara,Etimesgut,4.94,3.32,0.6,0
2025-01-10,Ankara,Sincan,6.07,23.84,3.15,0
2025-01-10,Ankara,Altındağ,6.93,16.19,4.03,0
2025-01-10,Ankara,Gölbaşı,8.16,13.06,4.03,0
2025-01-10,Ankara,Pursaklar,1.0,20.36,4.36,0
2025-01-10,Ankara,Polatlı,2.44,13.85,1.05,0
2025-01-10,Konya,Selçuklu,4.68,13.97,6.63,0
2025-01-10,Konya,Meram,-4.22,7.01,4.7,0
2025-01-10,Konya,Karatay,6.69,28.7,6.23,0
2025-01-10,Konya,Ereğli,11.33,0.0,0.27,0
2025-01-10,Konya,Akşehir,-10.09,3.06,3.78,0
2025-01-10,Konya,Beyşehir,-7.4,12.98,1.09,0
2025-01-10,Konya,Cihanbeyli,4.86,12.05,3.9,0
2025-01-10,Konya,Ilgın,8.79,37.83,1.83,1
2025-01-10,Konya,Seydişehir,-12.42,7.12,0.71,0
2025-01-10,Konya,Kulu,6.55,33.3,17.69,0
2025-01-10,Kayseri,Melikgazi,-9.54,23.26,3.31,0
2025-01-10,Kayseri,Kocasinan,-0.53,11.16,1.42,0
2025-01-10,Kayseri,Talas,4.25,26.24,6.65,0
2025-01-10,Kayseri,Develi,0.88,13.5,0.06,0
2025-01-10,Kayseri,Yahyalı,3.43,21.31,2.09,0
2025-01-10,Kayseri,Bünyan,-12.25,17.33,1.79,0
2025-01-10,Kayseri,İncesu,23.0,20.47,6.82,0
2025-01-10,Kayseri,Pınarbaşı,7.12,23.95,5.23,0
2025-01-10,Kayseri,Yeşilhisar,7.44,27.02,8.1,0
2025-01-10,Kayseri,Tomarza,8.92,39.81,4.83,1
2025-01-10,Eskişehir,Odunpazarı,5.37,13.36,11.01,0
2025-01-10,Eskişehir,Tepebaşı,7.87,5.69,0.13,0
2025-01-10,Eskişehir,Sivrihisar,4.39,30.16,4.48,0
2025-01-10,Eskişehir,Çifteler,4.18,15.12,1.18,0
