outage_id,city,district,feeder,transformer,network_element_type,outage_type,source,started_at,ended_at,duration_min,affected_customer_count,energy_not_supplied_kwh,cause,is_planned,is_force_majeure,storm_flag,wind_speed,precipitation_mm,high_impact
6360,Konya,Meram,KON-MER-FDR-030,KON-MER-TR-0480,Kesici,unplanned,OMS,2024-07-09 16:00:34,2024-07-09 18:43:34,163,517,2046.38,Trafo arızası,0,0,0,7.68,2.99,1
6361,Sivas,Kangal,SIV-KAN-FDR-016,SIV-KAN-TR-0490,Kesici,unplanned,OSOS,2024-08-04 18:35:23,2024-08-04 19:40:23,65,885,1584.53,Kablo arızası,0,0,0,10.25,1.48,1
6362,Ankara,Mamak,ANK-MAM-FDR-009,ANK-MAM-TR-0178,Dağıtım Merkezi,unplanned,Mobile,2025-05-26 14:04:36,2025-05-26 14:13:36,9,6887,671.31,Kuş / hayvan teması,0,0,0,14.03,1.46,1
6363,Ankara,Yenimahalle,ANK-YEN-FDR-028,ANK-YEN-TR-0090,Kablo,unplanned,Mobile,2026-03-17 09:34:20,2026-03-17 09:51:20,17,205,40.77,Ekipman arızası,0,0,0,11.66,0.1,0
6364,Eskişehir,Tepebaşı,ESK-TEP-FDR-051,ESK-TEP-TR-0090,Trafo,unplanned,OSOS,2025-02-09 18:27:10,2025-02-09 20:24:10,117,250,378.47,Trafo arızası,0,0,0,19.74,6.24,0
6365,Eskişehir,Mihalıççık,ESK-MIH-FDR-042,ESK-MIH-TR-0252,Kesici,unplanned,OSOS,2024-10-20 00:35:50,2024-10-20 06:21:50,346,1271,8768.13,Ekipman arızası,0,0,0,14.62,6.76,1
6366,Konya,Ilgın,KON-ILG-FDR-047,KON-ILG-TR-0078,Kesici,planned,SCADA,2025-01-30 03:59:01,2025-01-30 10:10:01,371,1150,9062.52,Bilinmeyen,1,0,0,12.06,9.66,1
6367,Ankara,Polatlı,ANK-POL-FDR-039,ANK-POL-TR-0123,Kesici,unplanned,SCADA,2025-01-27 10:45:17,2025-01-27 11:19:17,34,3125,1828.05,Bakım çalışması,0,0,0,15.46,0.76,1
6368,Eskişehir,Alpu,ESK-ALP-FDR-030,ESK-ALP-TR-0034,Kablo,unplanned,OMS,2024-06-22 21:10:37,2024-06-22 21:41:37,31,1595,1174.36,Bakım çalışması,0,0,0,12.76,2.09,1
6369,Sivas,Hafik,SIV-HAF-FDR-056,SIV-HAF-TR-0340,Kesici,unplanned,CRM,2025-03-22 14:20:41,2025-03-22 15:58:41,98,493,1092.4,Ekipman arızası,0,0,0,20.02,1.05,0
6370,Kayseri,Tomarza,KAY-TOM-FDR-056,KAY-TOM-TR-0393,Kablo,unplanned,OSOS,2024-07-30 04:16:11,2024-07-30 06:17:11,121,51,145.32,Ağaç teması,0,0,0,4.15,1.72,0
6371,Sivas,Kangal,SIV-KAN-FDR-052,SIV-KAN-TR-0496,Hücre,unplanned,Mobile,2025-07-11 12:32:12,2025-07-11 12:46:12,14,1267,418.53,Bakım çalışması,0,0,0,7.92,2.86,1
6372,Sivas,Yıldızeli,SIV-YIL-FDR-032,SIV-YIL-TR-0108,Direk,unplanned,OMS,2025-09-06 04:52:43,2025-09-06 08:04:43,192,43,90.64,Ağaç teması,0,0,0,10.57,0.64,1
6373,Eskişehir,Mahmudiye,ESK-MAH-FDR-034,ESK-MAH-TR-0370,Hücre,unplanned,OSOS,2025-06-24 23:10:20,2025-06-24 23:52:20,42,539,332.87,Hava muhalefeti,0,0,0,19.63,0.81,0
6374,Ankara,Altındağ,ANK-ALT-FDR-006,ANK-ALT-TR-0123,Kesici,planned,Manual,2024-04-20 23:34:21,2024-04-21 03:52:21,258,867,6546.79,Ekipman arızası,1,0,0,16.18,1.24,1
6375,Kayseri,Kocasinan,KAY-KOC-FDR-014,KAY-KOC-TR-0026,Trafo,planned,OSOS,2024-06-07 09:59:41,2024-06-07 13:43:41,224,720,2061.94,Bilinmeyen,1,0,0,8.32,0.65,1
6376,Ankara,Çankaya,ANK-ÇAN-FDR-049,ANK-ÇAN-TR-0347,Kablo,planned,OSOS,2026-01-08 13:05:30,2026-01-08 16:05:30,180,993,1548.15,Bakım çalışması,1,0,0,33.45,4.42,1
6377,Ankara,Mamak,ANK-MAM-FDR-034,ANK-MAM-TR-0427,Dağıtım Merkezi,unplanned,Manual,2025-02-08 02:29:34,2025-02-08 02:43:34,14,3215,394.84,Ekipman arızası,0,0,0,33.0,7.92,1
6378,Kayseri,Kocasinan,KAY-KOC-FDR-012,KAY-KOC-TR-0117,Ayırıcı,unplanned,OSOS,2024-09-21 21:50:32,2024-09-21 22:58:32,68,182,344.88,Kablo arızası,0,0,0,14.5,1.08,0
6379,Konya,Selçuklu,KON-SEL-FDR-057,KON-SEL-TR-0361,Ayırıcı,unplanned,Manual,2026-01-22 00:24:05,2026-01-22 00:34:05,10,426,97.62,Bakım çalışması,0,0,0,28.8,3.12,0
6380,Eskişehir,Odunpazarı,ESK-ODU-FDR-016,ESK-ODU-TR-0246,Ayırıcı,planned,Manual,2025-04-17 21:05:43,2025-04-18 04:02:43,417,149,1512.64,Bakım çalışması,1,0,0,11.66,2.17,1
6381,Ankara,Pursaklar,ANK-PUR-FDR-031,ANK-PUR-TR-0317,Hücre,planned,Manual,2025-07-02 18:25:18,2025-07-02 21:57:18,212,639,1828.29,Trafo arızası,1,0,0,13.88,1.53,1
6382,Konya,Meram,KON-MER-FDR-036,KON-MER-TR-0096,Trafo,planned,Mobile,2024-12-15 19:44:03,2024-12-15 22:36:03,172,1020,2463.84,Bakım çalışması,1,0,0,19.94,0.17,1
6383,Konya,Cihanbeyli,KON-CIH-FDR-029,KON-CIH-TR-0035,Fider,planned,Manual,2024-03-25 00:25:34,2024-03-25 05:01:34,276,2272,16724.51,Kuş / hayvan teması,1,0,0,3.15,2.77,1
6384,Kayseri,Kocasinan,KAY-KOC-FDR-020,KAY-KOC-TR-0139,Trafo,planned,Mobile,2024-12-26 05:18:14,2024-12-26 09:41:14,263,561,2893.65,Kablo arızası,1,0,0,25.33,0.31,1
6385,Sivas,Gürün,SIV-GÜR-FDR-041,SIV-GÜR-TR-0143,Fider,unplanned,OSOS,2025-01-17 16:40:58,2025-01-17 16:53:58,13,6484,1697.39,Ekipman arızası,0,0,0,22.41,11.11,1
6386,Eskişehir,Çifteler,ESK-ÇIF-FDR-051,ESK-ÇIF-TR-0107,Trafo,unplanned,SCADA,2026-04-24 15:42:45,2026-04-24 16:19:45,37,353,204.71,Bakım çalışması,0,0,0,0.96,0.99,0
6387,Eskişehir,Odunpazarı,ESK-ODU-FDR-020,ESK-ODU-TR-0432,Direk,unplanned,Mobile,2025-01-23 16:24:25,2025-01-23 17:47:25,83,81,136.15,Trafo arızası,0,0,0,25.03,1.01,0
6388,Kayseri,Bünyan,KAY-BÜN-FDR-057,KAY-BÜN-TR-0008,Fider,unplanned,Mobile,2025-04-24 08:56:03,2025-04-24 09:52:03,56,3966,5333.01,Bakım çalışması,0,0,0,6.44,0.69,1
6389,Ankara,Sincan,ANK-SIN-FDR-034,ANK-SIN-TR-0067,Kablo,unplanned,CRM,2024-12-27 09:21:56,2024-12-27 13:01:56,220,1001,5296.51,Kuş / hayvan teması,0,0,0,20.07,0.27,1
6390,Konya,Akşehir,KON-AKS-FDR-043,KON-AKS-TR-0285,Trafo,unplanned,Manual,2024-06-06 01:56:29,2024-06-06 02:44:29,48,50,17.03,Aşırı yüklenme,0,0,0,13.26,2.58,0
6391,Konya,Kulu,KON-KUL-FDR-047,KON-KUL-TR-0467,Kablo,planned,SCADA,2024-12-26 22:20:07,2024-12-27 08:40:07,620,438,7705.51,Hava muhalefeti,1,0,0,13.12,0.65,1
6392,Sivas,Zara,SIV-ZAR-FDR-049,SIV-ZAR-TR-0085,Hücre,unplanned,Manual,2026-02-03 12:51:31,2026-02-03 13:13:31,22,1510,230.41,Bakım çalışması,0,0,0,22.92,6.3,1
6393,Kayseri,Yeşilhisar,KAY-YES-FDR-005,KAY-YES-TR-0191,Kablo,unplanned,OSOS,2026-01-25 11:36:37,2026-01-25 14:42:37,186,1468,6423.17,Trafo arızası,0,0,0,32.07,3.07,1
6394,Eskişehir,Alpu,ESK-ALP-FDR-048,ESK-ALP-TR-0018,Kablo,planned,OSOS,2024-06-04 20:00:32,2024-06-05 04:34:32,514,481,4007.83,Bakım çalışması,1,0,0,13.02,0.33,1
6395,Eskişehir,Odunpazarı,ESK-ODU-FDR-058,ESK-ODU-TR-0253,Dağıtım Merkezi,unplanned,Mobile,2025-08-15 08:50:56,2025-08-15 12:37:56,227,9207,54712.73,Bakım çalışması,0,0,0,8.68,2.79,1
6396,Ankara,Altındağ,ANK-ALT-FDR-037,ANK-ALT-TR-0404,Ayırıcı,planned,SCADA,2024-11-27 03:20:43,2024-11-27 07:32:43,252,97,528.99,Bakım çalışması,1,0,0,14.17,5.41,1
6397,Ankara,Altındağ,ANK-ALT-FDR-022,ANK-ALT-TR-0381,Trafo,unplanned,Manual,2024-05-24 22:26:02,2024-05-25 01:05:02,159,222,597.93,Üçüncü şahıs müdahalesi,0,0,0,16.07,0.32,0
6398,Konya,Selçuklu,KON-SEL-FDR-008,KON-SEL-TR-0431,Hücre,unplanned,OSOS,2025-01-15 10:38:31,2025-01-15 11:22:31,44,1289,1623.65,Kuş / hayvan teması,0,0,0,17.76,0.81,1
6399,Konya,Akşehir,KON-AKS-FDR-040,KON-AKS-TR-0040,Ayırıcı,unplanned,Mobile,2024-03-29 15:48:35,2024-03-29 16:47:35,59,560,935.48,Aşırı yüklenme,0,0,0,22.26,0.22,0
6400,Eskişehir,Odunpazarı,ESK-ODU-FDR-042,ESK-ODU-TR-0109,Hücre,planned,Manual,2024-11-29 20:24:06,2024-11-30 00:25:06,241,1289,9011.74,Kuş / hayvan teması,1,0,0,9.42,3.02,1
6401,Ankara,Altındağ,ANK-ALT-FDR-019,ANK-ALT-TR-0471,Kesici,unplanned,SCADA,2024-05-31 11:54:24,2024-05-31 17:17:24,323,156,1101.68,Ekipman arızası,0,0,0,7.19,3.59,1
6402,Kayseri,Yeşilhisar,KAY-YES-FDR-052,KAY-YES-TR-0050,Fider,planned,Mobile,2024-07-20 07:28:39,2024-07-20 10:29:39,181,1298,2742.49,Ekipman arızası,1,0,0,7.33,0.37,1
6403,Eskişehir,Sivrihisar,ESK-SIV-FDR-009,ESK-SIV-TR-0153,Hücre,unplanned,OMS,2025-02-23 21:33:49,2025-02-24 00:54:49,201,884,2349.16,Aşırı yüklenme,0,0,0,21.32,1.72,1
6404,Eskişehir,Seyitgazi,ESK-SEY-FDR-024,ESK-SEY-TR-0451,Hücre,planned,OSOS,2025-02-23 10:56:22,2025-02-23 14:40:22,224,437,1957.39,Hava muhalefeti,1,0,0,14.86,2.04,1
6405,Kayseri,Melikgazi,KAY-MEL-FDR-022,KAY-MEL-TR-0367,Kablo,planned,OSOS,2025-10-21 14:13:05,2025-10-21 18:05:05,232,115,753.89,Bakım çalışması,1,0,0,0.0,1.8,1
6406,Konya,Cihanbeyli,KON-CIH-FDR-053,KON-CIH-TR-0231,Trafo,unplanned,OSOS,2025-11-16 07:32:11,2025-11-16 09:03:11,91,92,106.95,Hava muhalefeti,0,0,0,20.24,0.21,0
6407,Konya,Selçuklu,KON-SEL-FDR-043,KON-SEL-TR-0497,Hücre,unplanned,Manual,2025-06-20 20:17:34,2025-06-20 21:21:34,64,1424,1387.23,Ekipman arızası,0,0,0,20.08,0.92,1
6408,Sivas,Merkez,SIV-MER-FDR-001,SIV-MER-TR-0472,Kablo,planned,OMS,2024-12-29 17:54:58,2024-12-30 02:53:58,539,635,7358.64,Trafo arızası,1,0,0,20.92,6.36,1
6409,Sivas,Şarkışla,SIV-SAR-FDR-028,SIV-SAR-TR-0168,Direk,unplanned,CRM,2025-10-05 18:23:14,2025-10-05 23:10:14,287,98,529.18,Ağaç teması,0,0,0,17.38,1.25,1
6410,Eskişehir,Seyitgazi,ESK-SEY-FDR-012,ESK-SEY-TR-0018,Hücre,planned,CRM,2024-05-03 09:50:07,2024-05-03 14:38:07,288,752,1682.01,Bakım çalışması,1,0,0,19.11,8.08,1
6411,Kayseri,Yahyalı,KAY-YAH-FDR-060,KAY-YAH-TR-0354,Kablo,unplanned,SCADA,2024-03-27 06:22:38,2024-03-27 06:50:38,28,1008,621.74,Bilinmeyen,0,0,0,11.4,1.31,1
6412,Kayseri,İncesu,KAY-INC-FDR-051,KAY-INC-TR-0090,Direk,unplanned,SCADA,2026-01-22 09:42:20,2026-01-22 10:37:20,55,216,352.4,Ekipman arızası,0,0,0,9.45,8.57,0
6413,Ankara,Keçiören,ANK-KEÇ-FDR-048,ANK-KEÇ-TR-0306,Hücre,planned,CRM,2025-09-03 08:55:26,2025-09-03 13:56:26,301,1512,3347.2,Ağaç teması,1,0,0,12.35,1.41,1
6414,Konya,Selçuklu,KON-SEL-FDR-056,KON-SEL-TR-0322,Trafo,unplanned,OSOS,2024-02-07 08:09:10,2024-02-07 08:47:10,38,424,322.69,Aşırı yüklenme,0,0,0,5.53,9.15,0
6415,Ankara,Etimesgut,ANK-ETI-FDR-004,ANK-ETI-TR-0199,Kablo,unplanned,OMS,2024-02-21 16:21:52,2024-02-21 16:54:52,33,1543,948.13,Bakım çalışması,0,0,0,27.24,2.63,1
6416,Eskişehir,Odunpazarı,ESK-ODU-FDR-023,ESK-ODU-TR-0159,Direk,planned,CRM,2024-04-22 02:21:12,2024-04-22 07:16:12,295,130,985.76,Ekipman arızası,1,0,0,24.03,6.47,1
6417,Sivas,Zara,SIV-ZAR-FDR-057,SIV-ZAR-TR-0151,Fider,unplanned,SCADA,2024-01-09 15:11:39,2024-01-09 19:11:39,240,950,6817.47,Trafo arızası,0,0,0,17.21,1.92,1
6418,Ankara,Çankaya,ANK-ÇAN-FDR-023,ANK-ÇAN-TR-0129,Dağıtım Merkezi,unplanned,CRM,2025-03-30 23:41:01,2025-03-31 00:00:01,19,5494,1974.02,Bakım çalışması,0,0,0,14.56,1.94,1
6419,Sivas,Divriği,SIV-DIV-FDR-052,SIV-DIV-TR-0226,Ayırıcı,unplanned,CRM,2025-08-21 03:28:44,2025-08-21 06:09:44,161,606,2028.7,Trafo arızası,0,0,0,20.07,2.97,1
6420,Kayseri,Talas,KAY-TAL-FDR-058,KAY-TAL-TR-0283,Dağıtım Merkezi,unplanned,SCADA,2025-07-15 05:33:10,2025-07-15 06:31:10,58,4569,4679.54,Aşırı yüklenme,0,0,0,16.14,1.16,1
6421,Sivas,Hafik,SIV-HAF-FDR-009,SIV-HAF-TR-0162,Direk,unplanned,Mobile,2024-08-08 12:59:31,2024-08-08 16:28:31,209,185,636.43,Bilinmeyen,0,0,0,10.31,2.04,1
6422,Eskişehir,İnönü,ESK-INÖ-FDR-003,ESK-INÖ-TR-0357,Trafo,unplanned,OSOS,2024-04-04 00:18:18,2024-04-04 02:39:18,141,772,1596.88,Bakım çalışması,0,0,0,17.36,3.37,1
6423,Eskişehir,Mahmudiye,ESK-MAH-FDR-008,ESK-MAH-TR-0088,Trafo,unplanned,SCADA,2025-05-29 19:32:54,2025-05-29 23:05:54,213,437,1767.75,Trafo arızası,0,0,0,14.58,0.36,1
6424,Ankara,Altındağ,ANK-ALT-FDR-004,ANK-ALT-TR-0286,Kesici,planned,OMS,2025-07-02 05:12:49,2025-07-02 08:34:49,202,2109,6172.43,Bakım çalışması,1,0,0,12.84,1.4,1
6425,Ankara,Sincan,ANK-SIN-FDR-007,ANK-SIN-TR-0174,Fider,unplanned,CRM,2025-05-27 11:36:17,2025-05-27 16:54:17,318,1988,15571.24,Ekipman arızası,0,0,0,13.64,0.82,1
6426,Ankara,Gölbaşı,ANK-GÖL-FDR-041,ANK-GÖL-TR-0222,Hücre,unplanned,CRM,2024-04-19 17:34:56,2024-04-19 19:05:56,91,358,259.15,Kuş / hayvan teması,0,0,0,19.78,0.62,0
6427,Kayseri,Pınarbaşı,KAY-PIN-FDR-050,KAY-PIN-TR-0427,Dağıtım Merkezi,planned,OSOS,2026-01-22 04:01:07,2026-01-22 08:17:07,256,9027,27537.44,Kuş / hayvan teması,1,0,0,15.7,0.24,1
6428,Ankara,Çankaya,ANK-ÇAN-FDR-008,ANK-ÇAN-TR-0299,Kesici,unplanned,OMS,2024-12-21 06:32:03,2024-12-21 08:15:03,103,1997,1832.38,Ekipman arızası,0,0,0,18.91,2.54,1
6429,Eskişehir,İnönü,ESK-INÖ-FDR-020,ESK-INÖ-TR-0494,Fider,planned,OSOS,2026-01-02 22:20:56,2026-01-03 05:30:56,430,3940,48648.52,Kablo arızası,1,0,0,22.73,5.54,1
6430,Eskişehir,Tepebaşı,ESK-TEP-FDR-025,ESK-TEP-TR-0304,Direk,unplanned,CRM,2025-10-04 00:44:52,2025-10-04 02:27:52,103,136,304.36,Ekipman arızası,0,0,0,14.23,2.0,0
6431,Eskişehir,Alpu,ESK-ALP-FDR-006,ESK-ALP-TR-0483,Kesici,planned,CRM,2025-07-21 17:50:49,2025-07-22 00:51:49,421,1415,13533.36,Ekipman arızası,1,0,0,10.45,0.01,1
6432,Sivas,Yıldızeli,SIV-YIL-FDR-056,SIV-YIL-TR-0228,Trafo,planned,SCADA,2024-10-14 17:30:54,2024-10-14 21:54:54,264,373,1437.36,Ekipman arızası,1,0,0,16.68,7.52,1
6433,Konya,Akşehir,KON-AKS-FDR-053,KON-AKS-TR-0364,Hücre,planned,OMS,2025-03-09 11:34:31,2025-03-09 15:55:31,261,1783,12223.64,Kuş / hayvan teması,1,0,0,13.21,13.58,1
6434,Konya,Kulu,KON-KUL-FDR-046,KON-KUL-TR-0440,Kablo,planned,Manual,2025-12-11 19:01:00,2025-12-11 22:19:00,198,241,434.34,Ekipman arızası,1,0,0,19.82,5.06,1
6435,Kayseri,Yahyalı,KAY-YAH-FDR-037,KAY-YAH-TR-0339,Direk,planned,SCADA,2026-04-03 17:59:41,2026-04-03 22:21:41,262,7,37.19,Bilinmeyen,1,0,0,7.21,0.27,1
6436,Kayseri,İncesu,KAY-INC-FDR-057,KAY-INC-TR-0497,Direk,unplanned,Mobile,2025-06-11 19:03:34,2025-06-11 19:16:34,13,58,10.9,Bakım çalışması,0,0,0,11.2,5.98,0
6437,Sivas,Suşehri,SIV-SUS-FDR-042,SIV-SUS-TR-0491,Hücre,planned,Manual,2025-03-25 06:00:55,2025-03-25 09:34:55,214,115,382.61,Kablo arızası,1,0,0,12.52,1.07,1
6438,Eskişehir,Çifteler,ESK-ÇIF-FDR-044,ESK-ÇIF-TR-0413,Dağıtım Merkezi,planned,OMS,2026-01-13 04:44:13,2026-01-13 07:27:13,163,8394,21041.86,Ekipman arızası,1,0,0,21.44,1.41,1
6439,Eskişehir,İnönü,ESK-INÖ-FDR-034,ESK-INÖ-TR-0024,Hücre,unplanned,OSOS,2025-01-30 13:47:32,2025-01-30 15:00:32,73,621,856.26,Üçüncü şahıs müdahalesi,0,0,0,27.81,12.2,0
6440,Kayseri,Develi,KAY-DEV-FDR-037,KAY-DEV-TR-0052,Kesici,planned,CRM,2025-03-01 22:23:37,2025-03-02 03:17:37,294,744,4786.46,Trafo arızası,1,0,0,0.0,3.18,1
6441,Sivas,Divriği,SIV-DIV-FDR-035,SIV-DIV-TR-0293,Dağıtım Merkezi,unplanned,OSOS,2024-07-09 11:34:45,2024-07-09 13:56:45,142,13506,13344.95,Trafo arızası,0,0,0,8.44,0.37,1
6442,Eskişehir,Alpu,ESK-ALP-FDR-028,ESK-ALP-TR-0356,Dağıtım Merkezi,unplanned,Mobile,2025-11-16 21:48:03,2025-11-16 21:55:03,7,7214,946.88,Aşırı yüklenme,0,0,0,19.51,1.36,1
6443,Eskişehir,Odunpazarı,ESK-ODU-FDR-058,ESK-ODU-TR-0187,Trafo,unplanned,Manual,2024-05-06 18:47:46,2024-05-06 23:29:46,282,303,1452.25,Kablo arızası,0,0,0,3.76,1.3,1
6444,Konya,Cihanbeyli,KON-CIH-FDR-043,KON-CIH-TR-0333,Kesici,unplanned,CRM,2025-01-28 04:56:08,2025-01-28 08:21:08,205,4243,11539.18,Bakım çalışması,0,0,0,24.73,4.74,1
6445,Sivas,Yıldızeli,SIV-YIL-FDR-038,SIV-YIL-TR-0255,Hücre,planned,Mobile,2024-06-24 21:17:39,2024-06-25 00:34:39,197,2278,5019.32,Ağaç teması,1,0,0,16.68,0.41,1
6446,Ankara,Pursaklar,ANK-PUR-FDR-037,ANK-PUR-TR-0060,Dağıtım Merkezi,planned,Mobile,2025-07-05 12:43:55,2025-07-05 16:12:55,209,4503,26691.41,Kuş / hayvan teması,1,0,0,11.26,0.27,1
6447,Ankara,Sincan,ANK-SIN-FDR-042,ANK-SIN-TR-0344,Ayırıcı,unplanned,OMS,2025-11-08 09:54:48,2025-11-08 12:41:48,167,1115,5243.49,Kablo arızası,0,0,0,9.26,3.61,1
6448,Eskişehir,Mihalıççık,ESK-MIH-FDR-031,ESK-MIH-TR-0495,Direk,planned,CRM,2024-03-13 02:13:17,2024-03-13 07:10:17,297,164,457.21,Bakım çalışması,1,0,0,6.3,2.54,1
6449,Eskişehir,Tepebaşı,ESK-TEP-FDR-055,ESK-TEP-TR-0434,Fider,unplanned,CRM,2025-02-26 01:24:08,2025-02-26 02:37:08,73,4181,4776.59,Hava muhalefeti,0,0,0,11.83,11.99,1
6450,Eskişehir,Odunpazarı,ESK-ODU-FDR-045,ESK-ODU-TR-0044,Kablo,planned,OMS,2024-07-28 08:33:35,2024-07-28 14:59:35,386,88,972.98,Trafo arızası,1,0,0,2.24,0.34,1
6451,Kayseri,Bünyan,KAY-BÜN-FDR-003,KAY-BÜN-TR-0328,Direk,unplanned,Manual,2025-03-14 05:24:22,2025-03-14 07:29:22,125,134,296.94,Bakım çalışması,0,0,0,3.36,0.04,0
6452,Sivas,Hafik,SIV-HAF-FDR-009,SIV-HAF-TR-0190,Kablo,unplanned,Mobile,2026-04-16 02:33:54,2026-04-16 04:03:54,90,832,2104.42,Bakım çalışması,0,0,0,17.15,1.44,1
6453,Eskişehir,Çifteler,ESK-ÇIF-FDR-036,ESK-ÇIF-TR-0138,Direk,unplanned,CRM,2026-02-01 03:19:17,2026-02-01 10:05:17,406,305,3512.5,Trafo arızası,0,0,0,12.96,7.18,1
6454,Kayseri,Bünyan,KAY-BÜN-FDR-049,KAY-BÜN-TR-0345,Hücre,unplanned,Mobile,2025-06-07 05:53:19,2025-06-07 06:16:19,23,3157,1661.16,Bakım çalışması,0,0,0,6.92,1.29,1
6455,Eskişehir,Çifteler,ESK-ÇIF-FDR-012,ESK-ÇIF-TR-0002,Kablo,planned,OMS,2025-01-10 23:22:32,2025-01-11 08:28:32,546,722,10921.21,Trafo arızası,1,0,0,15.12,1.18,1
6456,Kayseri,Melikgazi,KAY-MEL-FDR-011,KAY-MEL-TR-0241,Ayırıcı,unplanned,SCADA,2025-06-14 10:35:58,2025-06-14 11:29:58,54,727,584.33,Aşırı yüklenme,0,0,0,17.11,1.1,0
6457,Eskişehir,Sivrihisar,ESK-SIV-FDR-037,ESK-SIV-TR-0168,Kesici,unplanned,Mobile,2026-03-31 04:13:53,2026-03-31 05:50:53,97,2813,3674.88,Kablo arızası,0,0,0,0.0,0.0,1
6458,Sivas,Gürün,SIV-GÜR-FDR-054,SIV-GÜR-TR-0481,Fider,unplanned,OMS,2026-02-12 14:01:27,2026-02-12 15:05:27,64,4093,3881.53,Bilinmeyen,0,0,0,4.93,7.1,1
6459,Konya,Cihanbeyli,KON-CIH-FDR-060,KON-CIH-TR-0217,Fider,unplanned,OSOS,2025-09-18 04:01:21,2025-09-18 05:03:21,62,6082,7649.26,Ekipman arızası,0,0,0,12.45,3.04,1
6460,Sivas,Gürün,SIV-GÜR-FDR-044,SIV-GÜR-TR-0449,Kesici,unplanned,Mobile,2024-02-18 07:57:56,2024-02-18 09:44:56,107,2872,4682.11,Kablo arızası,0,0,0,10.88,3.25,1
6461,Kayseri,Yahyalı,KAY-YAH-FDR-013,KAY-YAH-TR-0355,Kesici,planned,OMS,2026-04-20 08:21:12,2026-04-20 12:06:12,225,1063,3541.23,Ekipman arızası,1,0,0,14.73,6.0,1
6462,Kayseri,Melikgazi,KAY-MEL-FDR-026,KAY-MEL-TR-0411,Hücre,unplanned,Manual,2024-03-28 23:25:40,2024-03-29 01:17:40,112,1521,2006.52,Bilinmeyen,0,0,0,18.61,3.27,1
6463,Ankara,Altındağ,ANK-ALT-FDR-056,ANK-ALT-TR-0400,Ayırıcı,unplanned,Mobile,2025-07-05 07:09:01,2025-07-05 07:25:01,16,880,235.69,Trafo arızası,0,0,0,13.91,2.59,0
6464,Eskişehir,Seyitgazi,ESK-SEY-FDR-007,ESK-SEY-TR-0216,Kesici,planned,CRM,2025-02-01 18:10:43,2025-02-01 23:17:43,307,1824,11352.47,Aşırı yüklenme,1,0,0,14.94,0.39,1
6465,Kayseri,Tomarza,KAY-TOM-FDR-044,KAY-TOM-TR-0220,Trafo,planned,Mobile,2024-04-10 09:33:58,2024-04-10 15:20:58,347,253,2351.46,Trafo arızası,1,0,0,9.33,1.63,1
6466,Sivas,Kangal,SIV-KAN-FDR-039,SIV-KAN-TR-0091,Hücre,planned,OSOS,2024-02-03 17:17:26,2024-02-03 20:17:26,180,1118,3380.93,Bakım çalışması,1,0,0,29.64,1.63,1
6467,Kayseri,Melikgazi,KAY-MEL-FDR-023,KAY-MEL-TR-0219,Dağıtım Merkezi,unplanned,Manual,2024-06-02 23:01:58,2024-06-03 01:25:58,144,2070,7677.38,Hava muhalefeti,0,0,0,3.56,3.58,1
6468,Sivas,Divriği,SIV-DIV-FDR-010,SIV-DIV-TR-0107,Fider,unplanned,Mobile,2026-04-03 13:53:12,2026-04-03 15:00:12,67,5443,3408.64,Bakım çalışması,0,0,0,11.32,1.16,1
6469,Ankara,Gölbaşı,ANK-GÖL-FDR-013,ANK-GÖL-TR-0111,Fider,planned,Manual,2024-03-12 14:01:33,2024-03-12 16:08:33,127,804,2129.6,Bakım çalışması,1,0,0,8.07,2.0,1
6470,Kayseri,Tomarza,KAY-TOM-FDR-020,KAY-TOM-TR-0119,Kesici,unplanned,OSOS,2024-01-29 13:21:27,2024-01-29 16:33:27,192,2099,6379.43,Hava muhalefeti,0,0,0,27.16,2.89,1
6471,Konya,Cihanbeyli,KON-CIH-FDR-007,KON-CIH-TR-0283,Direk,unplanned,Manual,2024-09-29 18:28:58,2024-09-29 23:55:58,327,84,308.15,Aşırı yüklenme,0,0,0,3.9,9.31,1
6472,Ankara,Keçiören,ANK-KEÇ-FDR-008,ANK-KEÇ-TR-0331,Kablo,unplanned,Manual,2025-08-12 06:37:31,2025-08-12 08:56:31,139,248,507.14,Kuş / hayvan teması,0,0,0,11.08,0.76,0
6473,Konya,Kulu,KON-KUL-FDR-016,KON-KUL-TR-0035,Dağıtım Merkezi,unplanned,CRM,2025-04-11 20:28:09,2025-04-11 20:41:09,13,913,92.66,Bakım çalışması,0,0,0,14.26,1.61,0
6474,Ankara,Pursaklar,ANK-PUR-FDR-007,ANK-PUR-TR-0135,Hücre,unplanned,Manual,2024-08-29 20:32:06,2024-08-30 01:29:06,297,2629,14585.51,Bakım çalışması,0,0,0,13.24,0.57,1
6475,Eskişehir,Beylikova,ESK-BEY-FDR-010,ESK-BEY-TR-0015,Trafo,planned,SCADA,2025-06-25 23:07:51,2025-06-26 01:53:51,166,818,3813.71,Bilinmeyen,1,0,0,12.61,4.92,1
6476,Konya,Ereğli,KON-ERE-FDR-028,KON-ERE-TR-0349,Kablo,unplanned,Manual,2024-04-02 12:33:37,2024-04-02 15:26:37,173,629,1876.26,Ağaç teması,0,0,0,17.75,1.82,1
